Age,Gender,Menstrual,Sleep_Hours,Water_Intake,Steps,Exercise_Hrs,Behaviour,Character,Mood,Favourite_Food
59,Female,NA,4.7,3.8,6334,0.3,Polite,Calm,Happy,Fried Rice
47,Female,Yes,7.3,2.0,3920,0.6,Calm,Good,Happy,Salad
43,Transgender,N/A,5.7,2.1,13412,2.6,Polite,Friendly,Smile,Burger
55,Transgender,N/A,8.3,2.5,12678,1.5,Harsh,Friendly,Smile,Dosa
53,Female,NA,7.0,1.3,11273,2.5,Calm,Calm,Joy,Ice Cream
20,Female,No,7.3,2.3,1984,2.5,Rude,Good,Joy,Dosa
52,Male,N/A,7.2,2.3,5870,2.7,Rude,Good,Smile,Ice Cream
14,Male,N/A,6.3,1.9,12331,1.7,Polite,Friendly,Happy,Burger
39,Male,N/A,4.4,4.0,13826,1.0,Polite,Friendly,Joy,Pasta
37,Male,N/A,8.1,1.9,5403,0.7,Rude,Friendly,Happy,Pasta
54,Male,N/A,4.2,0.9,8238,0.2,Rude,Good,Joy,Burger
38,Male,N/A,6.6,3.1,11257,2.7,Polite,Friendly,Smile,Dosa
32,Female,NA,8.8,4.0,11655,1.4,Harsh,Friendly,Joy,Ice Cream
29,Male,N/A,6.9,1.6,8171,2.7,Polite,Good,Happy,Pasta
39,Male,N/A,4.7,0.6,9688,2.7,Harsh,Good,Joy,Pizza
41,Male,N/A,8.1,3.7,14752,1.7,Rude,Good,Smile,Ice Cream
20,Male,N/A,4.3,2.6,2050,1.6,Calm,Good,Smile,Sushi
50,Female,NA,8.0,3.8,4034,0.5,Polite,Calm,Happy,Salad
36,Female,No,5.8,1.8,12566,2.2,Rude,Calm,Joy,Salad
58,Transgender,N/A,5.6,1.5,2157,1.4,Harsh,Calm,Smile,Biryani
52,Male,N/A,5.4,3.8,5728,1.0,Rude,Friendly,Happy,Salad
38,Female,Yes,7.1,0.5,1132,1.2,Polite,Calm,Happy,Fried Rice
59,Transgender,N/A,8.8,3.2,1598,2.7,Rude,Calm,Happy,Smoothie
17,Male,N/A,7.7,2.1,8772,1.5,Calm,Good,Happy,Burger
48,Female,Yes,7.5,1.7,11864,0.4,Polite,Good,Happy,Fried Rice
21,Transgender,N/A,8.5,3.1,14618,2.3,Rude,Calm,Happy,Biryani
44,Male,N/A,8.1,1.5,2428,0.6,Calm,Friendly,Smile,Salad
43,Male,N/A,8.6,3.2,11577,1.2,Calm,Good,Happy,Fried Rice
43,Transgender,N/A,8.7,3.9,12745,2.8,Calm,Friendly,Smile,Smoothie
15,Male,N/A,4.8,0.6,1452,1.2,Polite,Good,Happy,Sushi
60,Male,N/A,8.5,3.4,5938,1.6,Calm,Calm,Sad,Smoothie
53,Male,N/A,5.8,0.7,1688,1.9,Polite,Good,Joy,Pizza
40,Male,N/A,4.3,1.4,1222,1.8,Harsh,Good,Joy,Pasta
26,Transgender,N/A,4.3,0.6,10570,0.5,Polite,Good,Smile,Ice Cream
55,Female,Yes,7.0,3.4,8251,1.8,Polite,Calm,Smile,Fried Rice
25,Male,N/A,6.9,2.7,10628,1.3,Rude,Good,Happy,Pizza
26,Male,N/A,6.1,1.4,6345,1.0,Harsh,Friendly,Happy,Biryani
42,Female,Yes,5.3,2.7,12508,1.2,Polite,Friendly,Happy,Pasta
38,Transgender,N/A,7.4,1.8,10000,0.4,Rude,Friendly,Smile,Sushi
13,Transgender,N/A,7.6,0.7,7810,1.2,Calm,Calm,Sad,Fried Rice
25,Male,N/A,7.6,3.1,10543,2.0,Harsh,Friendly,Joy,Pizza
59,Female,NA,7.1,1.2,6200,1.6,Harsh,Good,Smile,Pizza
28,Male,N/A,7.5,2.0,14256,2.4,Rude,Good,Joy,Smoothie
34,Female,Yes,4.3,0.9,1618,2.4,Rude,Good,Joy,Salad
22,Male,N/A,7.9,2.3,2577,1.6,Harsh,Good,Sad,Fried Rice
57,Male,N/A,6.9,0.5,3046,0.1,Rude,Good,Sad,Biryani
30,Transgender,N/A,4.3,1.9,7678,1.1,Rude,Calm,Sad,Salad
33,Female,Yes,5.7,0.8,12836,2.2,Rude,Calm,Sad,Sushi
18,Transgender,N/A,4.1,0.7,7058,0.4,Polite,Good,Smile,Salad
19,Female,Yes,5.0,1.7,8023,2.2,Polite,Friendly,Joy,Dosa
33,Female,NA,4.6,2.8,4430,0.5,Rude,Calm,Sad,Burger
29,Female,Yes,6.5,3.4,14578,0.9,Harsh,Calm,Sad,Fried Rice
20,Male,N/A,8.8,3.3,8868,0.2,Harsh,Friendly,Happy,Ice Cream
22,Transgender,N/A,8.5,0.8,3612,1.5,Harsh,Friendly,Happy,Sushi
43,Male,N/A,6.8,3.8,1682,0.9,Rude,Good,Sad,Salad
41,Transgender,N/A,5.7,3.4,12832,0.8,Rude,Friendly,Joy,Burger
13,Female,NA,6.8,3.5,3772,1.3,Harsh,Friendly,Happy,Burger
37,Transgender,N/A,8.8,2.2,11115,2.1,Polite,Good,Smile,Sushi
37,Transgender,N/A,8.0,3.3,12210,1.9,Calm,Calm,Smile,Salad
29,Female,No,5.7,2.5,10944,1.2,Harsh,Friendly,Sad,Ice Cream
18,Transgender,N/A,8.1,2.0,12781,0.6,Harsh,Calm,Sad,Salad
35,Transgender,N/A,7.8,1.7,8706,2.9,Harsh,Friendly,Joy,Smoothie
36,Male,N/A,8.2,1.6,3821,1.6,Harsh,Calm,Joy,Smoothie
19,Male,N/A,7.7,0.9,14777,0.6,Harsh,Friendly,Happy,Sushi
47,Transgender,N/A,6.4,1.3,6751,2.7,Harsh,Good,Sad,Biryani
55,Female,Yes,8.5,1.9,12231,2.8,Polite,Good,Sad,Fried Rice
31,Transgender,N/A,7.9,3.4,10474,1.5,Rude,Calm,Joy,Dosa
53,Male,N/A,7.1,2.6,14238,1.9,Polite,Good,Smile,Sushi
24,Transgender,N/A,6.4,2.8,7035,1.2,Harsh,Good,Joy,Sushi
47,Transgender,N/A,7.8,3.6,13932,2.5,Harsh,Friendly,Sad,Salad
48,Male,N/A,6.9,2.5,14566,1.4,Rude,Good,Joy,Smoothie
41,Female,No,5.3,4.0,5298,1.1,Rude,Calm,Joy,Burger
47,Transgender,N/A,4.2,2.6,6935,1.2,Polite,Calm,Smile,Pasta
49,Transgender,N/A,7.0,2.7,12889,0.9,Rude,Calm,Smile,Pizza
58,Female,No,5.9,1.3,14628,1.8,Harsh,Good,Happy,Fried Rice
16,Female,No,4.0,2.8,4305,1.7,Polite,Friendly,Sad,Dosa
35,Female,NA,8.8,4.0,4940,1.2,Rude,Calm,Sad,Smoothie
27,Female,NA,5.2,1.2,1396,1.5,Rude,Calm,Sad,Pizza
40,Transgender,N/A,4.3,3.6,1770,2.5,Harsh,Friendly,Happy,Biryani
14,Male,N/A,5.7,3.6,13665,1.3,Calm,Calm,Joy,Biryani
40,Transgender,N/A,6.4,2.1,10193,1.4,Calm,Friendly,Joy,Dosa
49,Female,NA,4.6,1.3,7734,0.0,Calm,Calm,Sad,Fried Rice
38,Female,NA,5.4,3.3,7057,0.9,Harsh,Calm,Happy,Sushi
50,Transgender,N/A,6.8,1.7,5616,0.2,Rude,Calm,Smile,Salad
36,Female,No,7.4,1.0,4561,0.7,Rude,Friendly,Joy,Ice Cream
23,Female,No,8.3,2.3,11770,2.5,Calm,Calm,Sad,Ice Cream
24,Transgender,N/A,4.6,0.6,2522,2.5,Polite,Good,Joy,Salad
23,Female,NA,7.5,0.9,6168,1.0,Rude,Calm,Joy,Salad
49,Transgender,N/A,6.2,2.1,12063,2.2,Rude,Good,Sad,Sushi
28,Male,N/A,4.7,2.3,9600,2.9,Rude,Friendly,Sad,Fried Rice
25,Male,N/A,7.1,3.3,8412,2.4,Harsh,Calm,Joy,Smoothie
27,Female,Yes,6.1,0.9,8561,0.0,Calm,Calm,Happy,Salad
23,Male,N/A,6.3,0.7,2929,0.6,Rude,Friendly,Sad,Salad
58,Male,N/A,6.4,3.1,9505,2.7,Polite,Good,Joy,Smoothie
14,Transgender,N/A,6.2,3.1,3735,0.7,Polite,Calm,Sad,Smoothie
15,Female,NA,6.4,0.7,6017,1.1,Harsh,Calm,Sad,Pizza
36,Female,Yes,6.6,0.8,3819,1.2,Harsh,Friendly,Smile,Biryani
27,Female,NA,4.9,1.0,12299,0.4,Harsh,Friendly,Sad,Pizza
55,Female,No,7.8,1.1,6937,2.4,Rude,Calm,Sad,Sushi
38,Male,N/A,7.5,3.8,6156,0.9,Rude,Good,Happy,Sushi
47,Transgender,N/A,8.2,3.2,9710,1.6,Harsh,Good,Happy,Pizza
33,Male,N/A,6.6,1.4,5739,1.9,Rude,Calm,Sad,Pasta
13,Female,Yes,6.1,2.5,5633,1.4,Rude,Friendly,Joy,Pizza
57,Transgender,N/A,4.2,2.3,4617,1.8,Rude,Friendly,Smile,Biryani
43,Transgender,N/A,7.0,2.8,13871,2.5,Rude,Calm,Happy,Smoothie
16,Female,Yes,5.0,0.6,14132,2.2,Harsh,Good,Joy,Pizza
52,Transgender,N/A,8.7,2.5,11357,2.8,Polite,Good,Sad,Sushi
37,Male,N/A,4.2,3.4,12687,1.0,Calm,Friendly,Sad,Smoothie
28,Female,NA,4.8,1.7,5824,2.1,Calm,Good,Smile,Dosa
54,Transgender,N/A,6.9,2.2,13597,1.3,Rude,Good,Sad,Burger
20,Transgender,N/A,4.7,1.8,2380,2.9,Harsh,Calm,Sad,Fried Rice
48,Male,N/A,7.0,2.0,7737,2.9,Calm,Good,Joy,Smoothie
40,Female,Yes,7.5,2.0,4154,0.1,Calm,Friendly,Happy,Fried Rice
24,Transgender,N/A,6.4,0.5,6110,2.8,Rude,Good,Smile,Dosa
41,Female,NA,7.8,3.5,10842,1.0,Rude,Friendly,Joy,Ice Cream
15,Transgender,N/A,8.9,0.8,8471,2.0,Calm,Calm,Joy,Dosa
47,Transgender,N/A,6.4,3.2,13903,2.1,Calm,Friendly,Smile,Sushi
39,Male,N/A,6.4,1.5,14375,0.2,Rude,Calm,Joy,Pizza
50,Female,No,7.4,3.2,9541,0.9,Rude,Calm,Joy,Ice Cream
60,Male,N/A,6.1,3.1,9901,2.8,Polite,Friendly,Happy,Salad
20,Transgender,N/A,5.6,2.9,7317,0.9,Rude,Calm,Sad,Salad
22,Female,No,5.5,2.1,10059,0.1,Polite,Calm,Smile,Fried Rice
58,Male,N/A,5.6,1.3,13112,1.2,Polite,Good,Sad,Pizza
38,Transgender,N/A,7.6,1.2,11891,0.6,Polite,Good,Happy,Fried Rice
56,Transgender,N/A,4.6,1.0,9529,2.4,Harsh,Calm,Smile,Salad
14,Female,Yes,7.1,3.1,5723,0.3,Calm,Friendly,Smile,Burger
59,Transgender,N/A,7.2,3.9,9478,0.1,Polite,Good,Happy,Sushi
35,Male,N/A,6.2,2.6,1871,1.1,Calm,Calm,Joy,Dosa
29,Female,NA,5.0,2.5,14359,2.2,Calm,Calm,Smile,Biryani
39,Male,N/A,4.7,1.9,11746,1.5,Harsh,Friendly,Sad,Pizza
28,Female,No,8.1,2.0,9044,0.2,Harsh,Friendly,Smile,Dosa
27,Male,N/A,8.8,3.0,2380,2.6,Calm,Friendly,Sad,Pasta
28,Female,Yes,5.5,3.4,11897,1.1,Polite,Friendly,Sad,Ice Cream
25,Transgender,N/A,7.8,2.2,8656,2.9,Polite,Calm,Happy,Biryani
42,Male,N/A,6.6,2.5,4710,2.2,Calm,Good,Happy,Ice Cream
22,Male,N/A,7.9,0.5,9700,1.9,Polite,Friendly,Joy,Biryani
18,Transgender,N/A,8.7,3.7,14062,0.6,Calm,Good,Sad,Dosa
14,Transgender,N/A,6.0,0.9,4838,0.7,Polite,Good,Sad,Sushi
16,Female,Yes,4.9,3.9,14679,0.0,Polite,Good,Smile,Salad
13,Transgender,N/A,7.2,1.6,4015,1.2,Rude,Calm,Happy,Salad
40,Male,N/A,7.0,2.6,9687,2.0,Harsh,Calm,Happy,Biryani
47,Transgender,N/A,4.2,1.2,1085,0.9,Polite,Friendly,Joy,Salad
23,Male,N/A,5.2,1.0,10881,1.1,Harsh,Calm,Smile,Burger
19,Transgender,N/A,7.7,1.8,5192,1.6,Calm,Calm,Joy,Dosa
26,Transgender,N/A,6.7,3.2,11739,0.4,Rude,Friendly,Happy,Burger
43,Female,No,4.7,3.4,6038,1.1,Calm,Calm,Joy,Pasta
20,Female,No,7.8,0.7,2894,0.2,Rude,Good,Joy,Salad
18,Male,N/A,4.8,4.0,2437,0.6,Calm,Friendly,Sad,Fried Rice
57,Male,N/A,6.2,3.0,3361,0.9,Calm,Good,Sad,Pizza
35,Female,No,6.9,2.4,14986,2.0,Polite,Calm,Smile,Ice Cream
47,Female,No,5.2,3.6,11552,1.7,Calm,Good,Joy,Pizza
49,Transgender,N/A,7.1,3.4,4990,1.8,Polite,Good,Smile,Ice Cream
24,Male,N/A,5.0,3.9,7159,1.8,Calm,Friendly,Happy,Pizza
34,Transgender,N/A,5.2,1.2,9440,1.6,Rude,Good,Happy,Pizza
51,Transgender,N/A,6.4,1.9,10514,0.2,Rude,Calm,Happy,Burger
27,Transgender,N/A,7.6,0.5,12539,2.7,Calm,Friendly,Happy,Smoothie
18,Female,No,8.9,0.7,1377,2.3,Polite,Friendly,Sad,Dosa
56,Transgender,N/A,6.4,1.7,5042,1.9,Harsh,Good,Happy,Sushi
15,Transgender,N/A,8.4,1.8,7707,2.0,Calm,Calm,Sad,Burger
18,Male,N/A,5.2,3.1,10435,1.7,Rude,Calm,Happy,Salad
18,Male,N/A,8.4,2.8,12895,0.7,Polite,Friendly,Smile,Ice Cream
50,Female,No,6.5,2.0,13289,1.2,Rude,Calm,Happy,Dosa
20,Male,N/A,8.7,0.9,12175,0.8,Harsh,Calm,Sad,Pizza
23,Male,N/A,7.5,3.9,14688,1.8,Rude,Friendly,Happy,Biryani
49,Transgender,N/A,8.3,2.7,8313,3.0,Rude,Good,Smile,Burger
40,Female,NA,6.3,2.0,2360,1.0,Calm,Good,Joy,Dosa
49,Transgender,N/A,6.1,1.6,13093,2.1,Harsh,Calm,Joy,Sushi
31,Female,Yes,8.8,3.5,2848,2.4,Polite,Good,Smile,Ice Cream
42,Female,No,6.6,1.6,12581,0.6,Calm,Good,Sad,Smoothie
26,Female,No,8.5,2.2,6846,1.6,Rude,Good,Joy,Ice Cream
19,Male,N/A,8.0,1.4,4014,1.8,Harsh,Calm,Happy,Biryani
40,Transgender,N/A,6.3,3.5,5252,2.6,Harsh,Good,Happy,Burger
22,Male,N/A,7.7,2.7,7407,2.8,Polite,Calm,Sad,Dosa
46,Male,N/A,7.3,1.6,13716,1.3,Calm,Good,Smile,Fried Rice
53,Transgender,N/A,5.0,1.3,8775,0.2,Polite,Calm,Joy,Dosa
16,Male,N/A,4.8,1.1,13142,1.5,Polite,Calm,Sad,Fried Rice
23,Male,N/A,4.1,0.8,2857,2.8,Polite,Friendly,Happy,Biryani
23,Female,No,4.9,2.6,9862,1.1,Calm,Calm,Sad,Fried Rice
53,Transgender,N/A,5.0,0.7,12608,3.0,Rude,Friendly,Joy,Dosa
23,Male,N/A,6.5,3.0,11991,2.6,Rude,Calm,Sad,Salad
44,Transgender,N/A,5.5,2.8,13368,1.4,Harsh,Good,Happy,Ice Cream
34,Male,N/A,4.7,1.4,1872,2.2,Polite,Good,Sad,Sushi
33,Transgender,N/A,4.4,2.0,9178,2.9,Rude,Good,Joy,Burger
29,Transgender,N/A,8.8,0.9,7109,1.8,Polite,Good,Smile,Dosa
28,Female,No,8.4,0.9,6133,0.6,Rude,Friendly,Smile,Dosa
19,Female,Yes,7.8,2.1,14386,0.0,Polite,Friendly,Happy,Pizza
53,Transgender,N/A,8.9,1.3,11169,1.5,Rude,Friendly,Smile,Fried Rice
24,Female,Yes,6.8,0.9,10260,2.8,Harsh,Good,Sad,Pizza
57,Male,N/A,5.4,2.3,4267,2.3,Rude,Calm,Joy,Sushi
39,Transgender,N/A,5.5,3.4,3289,0.8,Harsh,Friendly,Smile,Sushi
49,Transgender,N/A,7.5,1.5,4338,0.8,Calm,Good,Happy,Sushi
14,Transgender,N/A,5.3,3.6,2953,0.9,Rude,Friendly,Sad,Dosa
32,Transgender,N/A,7.5,0.9,13905,2.8,Harsh,Calm,Joy,Salad
42,Female,No,7.2,3.7,12970,1.9,Harsh,Good,Joy,Pizza
19,Transgender,N/A,6.7,2.2,6373,0.8,Calm,Good,Happy,Salad
30,Female,Yes,6.8,1.5,12364,0.2,Harsh,Friendly,Joy,Fried Rice
15,Transgender,N/A,4.1,0.6,2382,2.2,Rude,Friendly,Sad,Pasta
16,Transgender,N/A,6.9,1.3,1367,1.7,Harsh,Good,Joy,Pizza
40,Male,N/A,6.7,1.6,5719,1.7,Polite,Good,Joy,Dosa
32,Male,N/A,5.4,3.7,11523,1.4,Harsh,Good,Joy,Dosa
13,Male,N/A,5.4,3.2,6605,0.7,Rude,Calm,Sad,Smoothie
23,Transgender,N/A,5.1,3.2,3789,2.3,Polite,Friendly,Joy,Pasta
37,Transgender,N/A,5.3,2.9,1272,2.3,Calm,Good,Joy,Sushi
45,Male,N/A,5.5,0.9,11099,2.7,Rude,Good,Sad,Sushi
58,Female,NA,7.0,2.5,11619,2.4,Rude,Good,Joy,Dosa
15,Male,N/A,4.1,1.5,12340,0.7,Calm,Friendly,Joy,Salad
37,Male,N/A,5.1,2.1,5423,2.8,Calm,Calm,Joy,Pasta
57,Female,Yes,8.1,2.3,12159,1.1,Calm,Calm,Happy,Burger
25,Female,No,7.8,1.3,8317,2.4,Polite,Friendly,Sad,Pizza
34,Male,N/A,8.3,2.4,10608,2.3,Rude,Friendly,Happy,Ice Cream
60,Transgender,N/A,4.1,1.2,2862,2.5,Polite,Good,Sad,Fried Rice
47,Female,No,4.6,3.7,7787,2.2,Polite,Calm,Joy,Pasta
60,Transgender,N/A,4.2,0.7,3598,0.4,Polite,Good,Smile,Salad
13,Female,Yes,5.3,0.8,8184,1.6,Harsh,Good,Sad,Biryani
30,Female,No,5.4,3.7,12845,1.4,Rude,Friendly,Happy,Ice Cream
35,Male,N/A,5.4,3.0,9200,2.8,Harsh,Good,Joy,Biryani
34,Transgender,N/A,6.5,2.5,5879,2.1,Rude,Friendly,Smile,Pizza
26,Female,No,6.2,1.8,11194,1.8,Harsh,Calm,Joy,Salad
18,Male,N/A,7.6,1.3,7931,2.5,Polite,Good,Sad,Pizza
59,Female,NA,4.6,0.6,10002,0.4,Polite,Good,Smile,Smoothie
17,Male,N/A,6.4,3.6,3900,0.6,Rude,Friendly,Sad,Fried Rice
14,Female,NA,5.9,1.3,6492,0.4,Rude,Good,Joy,Pizza
18,Female,NA,4.7,2.2,9186,0.0,Rude,Good,Sad,Fried Rice
29,Female,No,4.8,3.7,14467,1.7,Rude,Good,Smile,Sushi
15,Female,NA,7.0,2.4,5786,2.7,Rude,Friendly,Sad,Ice Cream
26,Male,N/A,6.9,3.9,6488,2.3,Calm,Good,Happy,Burger
19,Transgender,N/A,5.9,3.8,11455,0.7,Calm,Calm,Joy,Ice Cream
34,Female,No,7.8,2.0,14927,1.7,Calm,Good,Happy,Smoothie
40,Transgender,N/A,6.0,1.9,10421,0.9,Rude,Calm,Joy,Sushi
26,Transgender,N/A,6.1,2.1,9500,0.7,Calm,Good,Smile,Smoothie
51,Male,N/A,6.4,1.3,4232,1.3,Calm,Good,Happy,Smoothie
55,Transgender,N/A,6.4,1.4,6560,2.1,Rude,Calm,Smile,Salad
36,Transgender,N/A,7.4,2.9,5367,0.2,Polite,Friendly,Joy,Smoothie
21,Transgender,N/A,4.1,3.1,4191,2.4,Calm,Good,Joy,Fried Rice
25,Female,NA,5.8,0.7,8606,0.4,Calm,Friendly,Happy,Ice Cream
33,Male,N/A,6.4,3.6,13509,2.3,Polite,Friendly,Joy,Dosa
17,Female,Yes,7.0,2.9,9432,1.7,Harsh,Friendly,Happy,Dosa
25,Transgender,N/A,8.9,0.8,14889,1.2,Harsh,Friendly,Happy,Sushi
23,Female,No,4.6,2.6,13699,3.0,Harsh,Calm,Smile,Burger
40,Female,Yes,5.6,1.4,5501,1.0,Calm,Good,Joy,Sushi
40,Female,NA,7.8,1.9,11481,1.9,Harsh,Calm,Smile,Sushi
52,Male,N/A,7.0,1.9,1158,0.5,Harsh,Good,Joy,Burger
51,Male,N/A,7.0,3.3,3255,1.4,Rude,Friendly,Smile,Pizza
15,Transgender,N/A,4.8,2.5,8915,1.6,Rude,Friendly,Joy,Smoothie
14,Male,N/A,7.2,2.5,10108,1.2,Calm,Calm,Joy,Pizza
34,Transgender,N/A,5.6,1.5,3029,2.5,Calm,Calm,Joy,Smoothie
50,Male,N/A,7.3,0.7,5924,1.6,Calm,Calm,Happy,Ice Cream
30,Female,Yes,8.2,2.2,9297,2.1,Polite,Calm,Sad,Burger
33,Female,No,5.1,0.5,8092,1.1,Polite,Friendly,Joy,Biryani
55,Female,Yes,7.1,3.8,1991,2.9,Polite,Good,Happy,Salad
29,Transgender,N/A,4.5,3.1,11358,2.1,Harsh,Good,Joy,Ice Cream
15,Female,NA,4.5,0.9,9188,2.2,Harsh,Calm,Happy,Smoothie
47,Male,N/A,4.4,0.8,12371,0.4,Rude,Good,Joy,Fried Rice
16,Transgender,N/A,8.3,2.9,6019,2.1,Polite,Calm,Joy,Burger
31,Transgender,N/A,6.3,2.0,9586,2.9,Harsh,Friendly,Smile,Ice Cream
54,Female,No,8.6,0.6,7280,0.4,Harsh,Calm,Happy,Dosa
15,Female,NA,7.3,1.3,2853,1.4,Rude,Friendly,Sad,Salad
46,Male,N/A,6.2,2.7,10718,2.4,Polite,Good,Joy,Smoothie
58,Male,N/A,6.9,2.3,3236,0.8,Calm,Friendly,Joy,Dosa
14,Male,N/A,5.5,1.5,12688,0.9,Harsh,Calm,Smile,Fried Rice
24,Transgender,N/A,8.3,2.8,2598,0.7,Rude,Good,Sad,Pizza
24,Transgender,N/A,7.2,2.4,13957,1.6,Rude,Friendly,Smile,Sushi
40,Male,N/A,4.9,1.0,10695,0.0,Polite,Friendly,Sad,Smoothie
29,Male,N/A,8.9,3.6,10239,0.9,Calm,Calm,Happy,Ice Cream
25,Female,NA,6.7,1.9,1769,3.0,Calm,Friendly,Smile,Sushi
52,Male,N/A,7.6,1.3,13304,1.5,Polite,Calm,Smile,Smoothie
44,Female,No,7.1,0.6,9669,0.8,Rude,Friendly,Joy,Pasta
18,Female,No,6.8,3.7,6055,2.2,Harsh,Friendly,Sad,Sushi
54,Transgender,N/A,8.2,3.2,6689,0.9,Polite,Good,Smile,Dosa
33,Transgender,N/A,4.4,0.8,7772,2.9,Polite,Good,Joy,Salad
28,Male,N/A,5.2,3.2,3411,2.7,Polite,Good,Smile,Pizza
47,Female,No,8.2,1.0,7074,2.3,Harsh,Calm,Happy,Dosa
29,Female,Yes,5.8,0.8,9397,1.8,Calm,Calm,Sad,Biryani
31,Male,N/A,7.3,3.5,4982,1.1,Harsh,Friendly,Sad,Ice Cream
35,Transgender,N/A,6.8,1.2,2276,1.0,Rude,Calm,Smile,Pasta
29,Male,N/A,6.2,1.3,12001,0.8,Polite,Calm,Smile,Dosa
27,Female,NA,4.9,1.6,12968,2.1,Harsh,Good,Smile,Dosa
49,Female,No,8.8,0.7,6367,1.7,Rude,Good,Happy,Biryani
19,Male,N/A,6.8,2.1,9060,0.1,Harsh,Calm,Smile,Ice Cream
43,Female,Yes,6.1,0.5,12403,0.9,Harsh,Friendly,Happy,Sushi
22,Female,Yes,6.7,0.9,7918,1.4,Calm,Friendly,Sad,Pizza
59,Transgender,N/A,8.2,1.0,7472,0.3,Harsh,Good,Sad,Ice Cream
30,Transgender,N/A,8.9,1.1,1370,1.1,Calm,Good,Joy,Smoothie
24,Male,N/A,8.1,2.0,11065,0.3,Harsh,Calm,Joy,Ice Cream
13,Transgender,N/A,4.9,1.4,8808,0.5,Harsh,Good,Joy,Biryani
52,Female,NA,5.8,3.8,4238,2.8,Rude,Calm,Joy,Dosa
39,Transgender,N/A,4.1,3.6,7813,2.0,Rude,Good,Sad,Smoothie
13,Transgender,N/A,6.6,3.4,6509,2.2,Polite,Calm,Happy,Pasta
52,Female,No,4.6,3.1,12215,0.9,Rude,Friendly,Happy,Salad
40,Transgender,N/A,7.0,1.0,8592,2.3,Rude,Calm,Happy,Pasta
44,Male,N/A,4.5,3.9,8530,0.5,Polite,Good,Joy,Ice Cream
29,Male,N/A,6.2,0.8,3728,1.2,Harsh,Calm,Sad,Salad
58,Male,N/A,5.3,0.8,2087,2.7,Calm,Friendly,Smile,Pasta
29,Transgender,N/A,4.3,0.6,5139,0.6,Calm,Good,Smile,Biryani
53,Female,Yes,8.2,3.7,13543,0.9,Calm,Friendly,Happy,Ice Cream
50,Transgender,N/A,7.1,3.1,13477,1.3,Harsh,Friendly,Sad,Smoothie
60,Male,N/A,4.6,0.5,10252,1.3,Calm,Good,Joy,Pasta
32,Transgender,N/A,8.3,0.7,3237,2.9,Polite,Good,Sad,Dosa
59,Male,N/A,6.5,2.4,14250,1.4,Rude,Friendly,Sad,Dosa
35,Male,N/A,8.6,2.0,10025,0.7,Rude,Calm,Smile,Sushi
14,Female,NA,8.6,1.0,3322,1.7,Calm,Friendly,Happy,Ice Cream
47,Transgender,N/A,7.2,1.2,12723,1.4,Rude,Good,Sad,Ice Cream
47,Female,NA,8.6,3.2,1596,2.1,Rude,Calm,Happy,Burger
37,Transgender,N/A,8.7,2.1,13608,0.6,Polite,Friendly,Sad,Dosa
39,Male,N/A,4.1,0.9,9142,2.9,Harsh,Good,Happy,Sushi
23,Female,NA,4.8,2.2,14854,2.2,Harsh,Calm,Smile,Salad
15,Female,NA,6.8,0.6,11155,3.0,Polite,Friendly,Smile,Ice Cream
51,Male,N/A,7.3,1.4,11518,2.4,Calm,Calm,Sad,Salad
44,Male,N/A,4.3,2.3,8875,1.5,Calm,Good,Smile,Burger
13,Female,No,5.9,2.7,6050,2.3,Polite,Friendly,Joy,Dosa
20,Female,NA,8.8,2.3,5462,2.4,Rude,Friendly,Happy,Pasta
18,Male,N/A,5.2,2.1,5593,1.9,Rude,Good,Happy,Dosa
48,Male,N/A,5.5,3.4,5327,0.9,Polite,Good,Joy,Salad
46,Female,Yes,7.4,1.9,2647,1.0,Rude,Calm,Sad,Ice Cream
24,Male,N/A,8.1,2.8,14590,2.1,Calm,Good,Joy,Pizza
55,Transgender,N/A,4.2,2.2,7465,0.3,Polite,Good,Smile,Dosa
54,Female,No,8.6,1.7,6160,0.8,Harsh,Good,Sad,Pizza
34,Male,N/A,5.9,2.5,3915,2.6,Rude,Calm,Smile,Pizza
38,Transgender,N/A,8.1,2.7,11470,0.1,Calm,Good,Joy,Burger
25,Transgender,N/A,8.3,0.6,6511,0.2,Calm,Friendly,Smile,Pizza
25,Male,N/A,5.0,1.7,9804,1.8,Calm,Calm,Happy,Dosa
30,Male,N/A,8.2,3.1,8754,2.1,Polite,Friendly,Happy,Pizza
39,Female,NA,4.8,1.7,7087,0.4,Calm,Good,Sad,Fried Rice
30,Transgender,N/A,4.7,2.6,14754,2.6,Rude,Calm,Happy,Ice Cream
23,Transgender,N/A,6.0,1.0,7406,0.7,Calm,Friendly,Smile,Pizza
60,Transgender,N/A,8.8,3.3,13906,0.9,Polite,Calm,Joy,Burger
41,Female,Yes,6.6,3.8,14445,1.7,Polite,Good,Sad,Fried Rice
51,Transgender,N/A,7.7,1.2,12541,1.0,Calm,Good,Joy,Dosa
47,Transgender,N/A,6.6,3.7,9026,3.0,Polite,Friendly,Joy,Ice Cream
54,Male,N/A,5.9,2.9,11837,0.7,Polite,Calm,Happy,Sushi
20,Female,No,6.2,3.9,2716,0.5,Rude,Good,Sad,Ice Cream
34,Female,NA,4.7,0.9,14971,2.0,Polite,Calm,Happy,Ice Cream
48,Female,Yes,7.6,3.3,1662,0.7,Calm,Calm,Happy,Biryani
